name,cuisine,avg_meal_cost,city,rating
Barbeque Nation,"Barbecue,  North Indian,  Drinks",1800,Bangalore,4.5
Waffle Stories,"Desserts,  Ice Cream,  Waffle,  Fast Food,  Drinks",400,Bangalore,4.6
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,4
Maria Taste Circle,"Kerala,  North Indian,  Chinese,  Seafood",600,Bangalore,1
Chaat Street,"Street Food,  Chaat",200,Bangalore,4.1
You Mee,"Chinese,  Thai",1800,Bangalore,4.5
Copper Chimney,"North Indian,  Biryani",1500,Bangalore,4.2
Onesta,"Italian,  Fast Food,  Pizza",700,Bangalore,3.9
Pasta Street,"Italian,  European,  Pizza",1500,Bangalore,4.5
Kanti Sweets,Mithai,500,Bangalore,4
Salt,"North Indian,  Finger Food",1500,Bangalore,4.3
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,5
Hotel Godavari,"North Indian,  Chinese",500,Bangalore,3.2
Punjab Grill,North Indian,2000,Bangalore,4.2
TOSCANO,"Italian,  Mediterranean,  Desserts,  Pizza",1500,Bangalore,4.5
Mainland China,"Chinese,  Seafood,  Asian",1600,Bangalore,4.4
Smoke House Deli,"European,  American,  Italian,  Continental,  Tea",1500,Bangalore,4.5
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,1
Barbeque Nation,"Barbecue,  North Indian,  Drinks",1800,Bangalore,4.5
Salt Mango Tree,Kerala,800,Bangalore,4.3
Chef Baker's,"Bakery and Confectionary,  Desserts,  Fast Food",600,Bangalore,4.5
Beijing Bites,"Chinese,  Thai,  Seafood",700,Bangalore,4.2
What the Ale?!,"North Indian,  Chinese,  Continental",1800,Bangalore,4.3
Feast,"Multi-Cuisine,  North Indian,  Continental,  European,  Asian",2000,Bangalore,4.6
Via Milano,"Multi-Cuisine,  Italian,  Continental,  Mediterranean",1100,Bangalore,4.4
Beijing Bites,"Chinese,  Thai,  Seafood",700,Bangalore,4.1
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,2
Dil Se Dilli,North Indian,500,Bangalore,3
California Burrito,"Mexican,  Fast Food",500,Bangalore,4.4
Whitefield Bar and Grill,"Continental,  Seafood",3000,Bangalore,4.2
Five Star Chicken,Fast Food,300,Bangalore,2
Shanghai Times,Chinese,400,Bangalore,2
M Cafe,"Finger Food,  North Indian,  South Indian",2000,Bangalore,4.2
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,3.6
Ji Hazoor,"North Indian,  Mughlai,  Afghani",1000,Bangalore,3.5
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,3.5
Snoopy Paws Cafe,Fast Food,600,Bangalore,5
The Daily,"North Indian,  Chinese",600,Bangalore,4.8
Gokul Veg,"North Indian,  Chinese",500,Bangalore,4.4
California Burrito,"Mexican,  Fast Food",500,Bangalore,3.2
Godavari Delights,"Chinese,  Andhra,  Biryani",600,Bangalore,5
46 Ounces,"Multi-Cuisine,  Finger Food,  North Indian,  Italian",1500,Bangalore,4.3
BLR Brewing Co.,"North Indian,  Finger Food,  Continental,  Pizza",2200,Bangalore,4.1
Fire Station Bar & Kitchen,"North Indian,  Continental",1100,Bangalore,4.1
Desi Khana,North Indian,300,Bangalore,4.5
W XYZ Bar,Finger Food,1000,Bangalore,4.8
Layla,Mediterranean,2000,Bangalore,4.2
The Creek,"Multi-Cuisine,  North Indian,  Chinese,  Continental",2000,Bangalore,4.4
24@43 Coffee Shop,"Asian,  North Indian,  Continental",2000,Bangalore,4.4
The Deli,"Bakery and Confectionary,  Desserts",1100,Bangalore,4.5
Rural Blues,"Finger Food,  North Indian,  South Indian,  Mediterranean,  European,  Asian",1500,Bangalore,4.2
Andhra Biryanis,"North Indian,  Chinese",600,Bangalore,4
Frozen Bottle,"Shakes,  Desserts,  Ice Cream",400,Bangalore,4.5
Dot.Yum,"Multi-Cuisine,  North Indian,  Italian,  Continental",2000,Bangalore,3.9
Beijing Bites,"Chinese,  Thai,  Seafood",700,Bangalore,4.2
Hard Rock Cafe,"Multi-Cuisine,  Mexican",2500,Bangalore,4.2
Zoey's,"Italian,  Continental,  Desserts,  Drinks",800,Bangalore,4.4
California Burrito,"Mexican,  Fast Food",500,Bangalore,4.4
Kapoor's Cafe,North Indian,700,Bangalore,4.1
Five Star Chicken,Fast Food,300,Bangalore,1
Curry On Tikka,"North Indian,  Fast Food",600,Bangalore,5
153 Biere Street,"Asian,  Continental,  Mediterranean,  Modern Indian",1700,Bangalore,4.3
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,4
Tease,Finger Food,2000,Bangalore,3.7
Hopshaus,Continental,1500,Bangalore,4.4
Glen's Bake House,"Bakery and Confectionary,  Desserts",500,Bangalore,3.5
Chef Baker's,"Bakery and Confectionary,  Desserts,  Fast Food",600,Bangalore,4.6
The Platonic Cafe,"Desserts,  Ice Cream,  Fast Food,  Shakes",600,Bangalore,5
Onesta,"Italian,  Pizza,  Desserts,  Fast Food",700,Bangalore,4.3
Pizza Republic,Pizza,500,Bangalore,5
Red Rhino,"Multi-Cuisine,  Finger Food,  North Indian,  Continental,  South Indian,  Mediterranean,  Asian",1500,Bangalore,4.3
Orbis Restaurant,"North Indian,  Oriental ,  Arabian,  Drinks",800,Bangalore,3.7
Five Star Chicken,Fast Food,300,Bangalore,5
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,4.5
The Lobby Cafe,"Multi-Cuisine,  North Indian,  Continental,  American",1500,Bangalore,4.2
Oak Leaf,"Continental,  North Indian,  Italian,  European",2000,Bangalore,4.3
Herbs & Spices,"North Indian,  Italian,  Thai",1500,Bangalore,4.2
Dhaba,"North Indian,  Chinese",800,Bangalore,2.5
Wow! Momo,"Tibetan,  Chinese",400,Bangalore,3.8
Mani's Dum Biryani,Biryani,700,Bangalore,4
The Paramount Hotel,North Indian,800,Bangalore,1
Khan Saheb Grills and Rolls,"North Indian,  Fast Food",600,Bangalore,4.1
The Nest,Finger Food,1800,Bangalore,1
Imperio Restaurant,"South Indian,  Biryani,  North Indian,  Seafood",700,Bangalore,2.9
The Seventh Kingdom,North Indian,700,Bangalore,3
Andhra Vindu,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra,  Biryani",800,Bangalore,3.7
Burgundy,"Continental,  Oriental ,  North Indian",1200,Bangalore,3.6
Moto Store & Cafe,"Italian,  Finger Food,  Fast Food,  Coffee,  Pizza,  Burger",500,Bangalore,4.2
Thanco's Natural Ice Cream,"Ice Cream,  Desserts",400,Bangalore,3.5
Lassi Corner,"Desserts,  Ice Cream,  Drinks,  Fast Food",300,Bangalore,1.7
One For The Road,"North Indian,  South Indian,  Seafood,  Asian,  Finger Food",1500,Bangalore,4.1
Gourmet,"North Indian,  Italian,  Chinese,  Continental,  South Indian",1000,Bangalore,4.7
Brews N Bites,"Chinese,  Fast Food,  Coffee,  Drinks",800,Bangalore,3.1
Shanghai Court,"Chinese,  Thai,  Seafood",700,Bangalore,4.5
The Kim Chi Chef,Chinese,400,Bangalore,4.6
The Urban Turban,North Indian,600,Bangalore,3.6
Imperio Restaurant,"South Indian,  Biryani,  North Indian,  Seafood",700,Bangalore,3.3
Kabab Mandra,North Indian,400,Bangalore,3
Lemon Leaf,Multi-Cuisine,500,Bangalore,3.7
Grand Desi Paratha,North Indian,700,Bangalore,4.1
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,5
The Verandah,"North Indian,  European",500,Bangalore,5
Peachy's Cafe,Fast Food,500,Bangalore,4.7
Tikhi Mirch,"North Indian,  Chinese,  Continental",700,Bangalore,3
Lassi Corner,"Desserts,  Ice Cream,  Drinks,  Fast Food",300,Bangalore,1
Great Room,"North Indian,  Continental",800,Bangalore,4
B 64,"North Indian,  Chinese,  South Indian,  Fast Food",1500,Bangalore,4.7
Cake Dilim,"Bakery and Confectionary,  Desserts",400,Bangalore,5
Kabab Mandra,North Indian,400,Bangalore,1
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,3.5
Burnout Cafe,"Coffee,  Continental,  American",600,Bangalore,3.9
American Bites,"Fast Food,  Burger",500,Bangalore,5
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,4
Lily Restaurant,North Indian,700,Bangalore,4.1
Cinnamon - By Click Hotels,"North Indian,  Continental",1300,Bangalore,5
Lotus Bar,"Chinese,  Italian",700,Bangalore,3
Cafe 77 East,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Mediterranean",2500,Bangalore,4.7
Nandi Upachar,South Indian,400,Bangalore,4.6
Kanti Sweets,"Mithai,  Desserts",500,Bangalore,3
NH7 Refuel,"Continental,  North Indian",600,Bangalore,3.8
Nandi Upachar,South Indian,400,Bangalore,4
Empire Restaurant,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",700,Bangalore,4.1
Empire Restaurant,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",700,Bangalore,3.9
Empire Restaurant,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",700,Bangalore,3.9
Chai Nagri,"Fast Food,  Coffee,  Tea,  Shakes",500,Bangalore,5
Smoke Hub Barbeque,"Barbecue,  North Indian,  Chinese",1800,Chennai,4.1
Smoke Hub Barbeque,"North Indian,  Barbecue",1800,Chennai,4
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Mediterranean,  European",1400,Chennai,4.3
Smoke Hub Barbeque,"North Indian,  Barbecue",1800,Chennai,3.8
Locofeast,"North Indian,  Chinese,  Seafood",800,Chennai,4.3
Murugan Idli Shop,South Indian,300,Chennai,5
Pakwan Chennai,"North Indian,  Italian,  Oriental ",1400,Chennai,4.5
Puducherry Hotel Sri Kamatchi,"South Indian,  Seafood,  Biryani",600,Chennai,4.3
Cholan Mess,"North Indian,  Chinese,  Chettinad",500,Chennai,3.7
La Cabana,"North Indian,  Chinese,  Continental,  Seafood",2000,Chennai,4.3
Paati Veedu,South Indian,1500,Chennai,4.2
Arab Street,"Arabian,  Italian,  Seafood",800,Chennai,4.2
The Waterfall Restaurant,"South Indian,  Andhra,  North Indian,  Chinese,  Seafood",1000,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.8
Curly Cravings,"Chinese,  Italian,  Fast Food,  Shakes",500,Chennai,4.5
Makers Of Milkshakes,"Shakes,  Waffle,  Fast Food",300,Chennai,4
BR Mathsya,"South Indian,  North Indian,  Chinese",600,Chennai,4.2
Super Munch,"Fast Food,  Shakes",500,Chennai,4.4
Murugan Idli Shop,South Indian,300,Chennai,3.8
Burmese Kitchen,Burmese,300,Chennai,4.4
Murugan Idli Shop,South Indian,300,Chennai,2.9
Hotel Virudhunagar,"North Indian,  Chinese,  Seafood",800,Chennai,2.6
Murugan Idli Shop,South Indian,300,Chennai,3
Express By AB's,"North Indian,  Barbecue",700,Chennai,5
Cafe De Bangkok,"Asian,  Continental",800,Chennai,4.4
Cibo,"Seafood,  Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",800,Chennai,3.7
J.Hind,"North Indian,  Mughlai,  Fusion",2500,Chennai,4.7
The Brick Oven,"Continental,  North Indian,  South Indian",2500,Chennai,4.5
Madras Coffee House,"Street Food,  Coffee,  Desserts",200,Chennai,5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,4.4
Main Street,"North Indian,  Italian,  South Indian,  Seafood",1700,Chennai,4.4
Bazaar - All Day Diner,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Asian",2000,Chennai,4.3
Dhaba Estd 1986 Delhi,North Indian,1200,Chennai,4.2
Amelie's,"Continental,  Italian",1000,Chennai,4.4
Convo@C17,"Asian,  Italian,  Continental,  Shakes",1000,Chennai,4.2
Gastronomer by Double Roti,"Fast Food,  Italian,  American",1000,Chennai,4.5
Koox,"Japanese,  Sushi",1200,Chennai,3.8
Soy Soi,"Thai,  Vietnamese,  Singaporean,  Sushi,  Japanese",1500,Chennai,4.5
Steam & Whistles,Finger Food,2000,Chennai,4.2
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.5
Mezze,Middle Eastern,700,Chennai,4.4
Bharath Restaurant,"North Indian,  Chinese",800,Chennai,3.3
Aloe,"North Indian,  South Indian,  Asian,  Continental,  Fast Food",1000,Chennai,4.3
Spice Klub,"Modern Indian,  North Indian",2000,Chennai,4.6
The Kitchen,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",2500,Chennai,4.1
Mainland China,"Chinese,  Seafood,  Asian,  Sushi",1200,Chennai,4.1
The Bark,"Continental,  Italian,  Mexican",1000,Chennai,4.3
Food Exchange,"North Indian,  European,  South Indian",2500,Chennai,4.2
Paprika Cafe,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",2500,Chennai,4
Millet Maagic Meal,"South Indian,  Health Food",300,Chennai,5
Tepin Chilli,"North Indian,  South Indian,  Oriental ",1200,Chennai,4
Teasers,Tea,300,Chennai,5
Sandy's Chocolate Laboratory,"Continental,  European,  Desserts",1200,Chennai,4.5
Murugan Idli Shop,South Indian,300,Chennai,4.5
The Summer House Eatery,"Continental,  Italian,  Mexican,  Asian,  Desserts,  Coffee,  Tea",1400,Chennai,4.3
Rhapsody,"Italian,  Finger Food",2500,Chennai,4.1
Copper Kitchen,"North Indian,  Chinese,  Seafood,  Arabian",1100,Chennai,4.3
Sulthan's Biryani,"Chinese,  Biryani",700,Chennai,2.8
Black Orchid,"Asian,  Sushi,  North Indian,  Seafood",2400,Chennai,4.6
Orange Wok,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",1000,Chennai,4.3
Chennai Kulfi,"Desserts,  Ice Cream,  Fast Food",200,Chennai,3.7
Madras Coffee House,"Street Food,  Coffee,  Desserts",200,Chennai,5
Masaledaar Dhaba,North Indian,600,Chennai,4.4
The Fat Boy,"Italian,  Fast Food",900,Chennai,4.5
Superstar Pizza,"Italian,  Pizza",800,Chennai,4.8
Eatza Pizza,"Italian,  Pizza",600,Chennai,3.7
Freak Shake Bro,"Ice Cream,  Shakes",300,Chennai,3.5
Jugalbhandhi,"North Indian,  Italian,  Chinese",1500,Chennai,4.2
Benjarong,Thai,2000,Chennai,4.6
Cafe CakeBee,"Italian,  Desserts,  Fast Food",1100,Chennai,4.4
Aqua,"Continental,  Mediterranean,  Finger Food",2000,Chennai,4.3
Mamagoto,Asian,1200,Chennai,4.5
Cappuccino,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  European",1800,Chennai,4.4
Cake Waves,"Desserts,  Bakery and Confectionary,  Fast Food",400,Chennai,5
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,4
6O1,"Multi-Cuisine,  North Indian,  Italian,  Continental,  European",3000,Chennai,4.2
Toscano,"Italian,  Pizza,  North Indian,  Mediterranean,  Desserts,  Coffee,  Drinks",900,Chennai,4.6
Topi Vappa Biriyani,"Chinese,  Biryani",400,Chennai,1
Teppan,"Japanese,  Sushi,  Seafood",2000,Chennai,4.4
Sandy's Chocolate Laboratory,"Continental,  European,  Desserts",1200,Chennai,4.5
Lyfe by Soul Garden Bistro,"North Indian,  Continental,  Italian,  Fast Food",800,Chennai,4.4
Savya Rasa,"South Indian,  Andhra,  Kerala",1600,Chennai,4.2
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.1
Toss,"Chinese,  Continental",800,Chennai,4
VB Signature - Progressive Veg Restaurant,"South Indian,  North Indian,  Asian",1000,Chennai,4
Mathsya,"South Indian,  North Indian,  Chinese,  Continental,  Shakes",800,Chennai,4.2
Cake Waves,"Desserts,  Bakery and Confectionary,  Fast Food",400,Chennai,5
Silver Spoon,"North Indian,  Mughlai,  Chinese",900,Chennai,4.3
Kaidi Kitchen,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Drinks",1300,Chennai,4.2
Ente Keralam,"Kerala,  Seafood",1000,Chennai,4.4
Cafe Toastie Express,"Chinese,  Fast Food,  Pizza,  South Indian",600,Chennai,3.9
BLIND CH3MISTRY,"Italian,  Continental,  Desserts,  Shakes",800,Chennai,4
Tangerine,"Continental,  Sizzlers",1500,Chennai,4.4
Eating Circles,South Indian,300,Chennai,4.4
B'Veg Cafe,"North Indian,  Chinese",500,Chennai,4.6
Copper Kitchen,"North Indian,  Chinese,  Seafood",1100,Chennai,4.1
Brownie Heaven,Desserts,400,Chennai,4.3
Le Wrap Factorie,Fast Food,400,Chennai,5
Jonah's Bistro,"Italian,  Continental,  Asian",1400,Chennai,4
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,1
WelcomCafe Marina,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",1500,Chennai,4.2
China Town,"Chinese,  Seafood",1200,Chennai,4.5
Royal Sandwich,"Fast Food,  Shakes",300,Chennai,3.5
Mexicano Griller,"Mexican,  Continental,  Seafood",800,Chennai,2.6
New Desi Tadka,"North Indian,  Chinese",800,Chennai,4
Amaravathi,"Andhra,  North Indian,  Chinese",800,Chennai,4.8
Havmor Havfunn,"Desserts,  Ice Cream",200,Chennai,4.5
Rosewater,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Thai,  Seafood",1400,Chennai,3.9
Azzuri Bay,"Multi-Cuisine,  Italian,  Mediterranean,  Seafood,  Asian",1400,Chennai,4.3
Mandarin,"Chinese,  Seafood",500,Chennai,3.5
Haunted,"Multi-Cuisine,  North Indian,  Chinese,  Arabian,  Drinks",800,Chennai,3.4
Cinnamon House,"Fast Food,  Desserts",500,Chennai,4.3
Writer's Cafe,Italian,800,Chennai,4.2
Palm Jumeira,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Arabian",800,Chennai,4.4
Waf Bites,"Desserts,  Waffle",300,Chennai,4.5
The Quintessence,"Multi-Cuisine,  North Indian,  Italian,  South Indian,  Asian",1200,Chennai,4.4
Vasco's,"Continental,  Asian,  North Indian",3000,Chennai,4.1
Lyfe by Soul Garden Bistro,"Continental,  Italian,  Mexican",800,Chennai,4.2
The Marina,"Chinese,  South Indian,  Seafood,  Oriental ",1200,Chennai,4.4
Waf Bites,"Desserts,  Waffle",300,Chennai,4.8
The Fruit Bowl Co.,Health Food,400,Chennai,5
Mearth Cafe,"Italian,  Continental,  Mexican",800,Chennai,4.4
EST,"Continental,  Desserts,  Bakery and Confectionary",1500,Chennai,4
The Pedreno's,"Continental,  Mexican,  Pizza",1200,Chennai,4.6
The Patiala House,"North Indian,  Chinese",1000,Chennai,4.4
Haji Ali Juice Centre,"Fast Food,  Juice,  Shakes,  Desserts,  Ice Cream",500,Chennai,4.3
Abid's,"Seafood,  Chinese,  Arabian,  Hyderabadi",800,Chennai,4.4
The Board Room,"Fast Food,  Italian",500,Chennai,4.2
Sigree,"North Indian,  Mughlai,  Biryani",1200,Chennai,3.9
Brownie Heaven,"Desserts,  Bakery and Confectionary",400,Chennai,4.3
Prive Restaurant,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Mexican",1200,Chennai,4.4
Havmor Havfunn,"Desserts,  Ice Cream",200,Chennai,4
Mount Road Social,"Fast Food,  Modern Indian,  Chinese,  Fusion",1300,Chennai,3.9
Little North,"North Indian,  Chinese",800,Chennai,4.2
Writer's Cafe,"Italian,  Fast Food,  Drinks",700,Chennai,4.5
Rolls on Wheels,Desserts,200,Chennai,5
Oasis,"North Indian,  Chinese,  Continental",1800,Chennai,4.3
The Spice,"North Indian,  Continental,  South Indian,  European,  Chinese",2000,Chennai,4.1
Prive Restaurant,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Mexican",1200,Chennai,4.4
Thaligai,"South Indian,  Drinks",500,Chennai,3.5
The Verandah,"Italian,  South Indian,  North Indian",3000,Chennai,4.7
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Mediterranean,  European,  Seafood",1400,Chennai,4.4
Delhi Highway,North Indian,500,Chennai,4.3
Jonah's Bistro,"Italian,  Continental,  Asian",1400,Chennai,4.4
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4.6
Chettiyar Veedu,"South Indian,  Chettinad",600,Chennai,4.1
Olives,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Oriental ",900,Chennai,4.1
La Chocolate,"Desserts,  Bakery and Confectionary",700,Chennai,4.3
Punjab Grill,"North Indian,  Mughlai",1800,Chennai,4.2
BLIND CH3MISTRY,"Italian,  Continental,  Desserts,  Drinks,  Shakes",800,Chennai,4.1
Southern Chinese,"Chinese,  Seafood",800,Chennai,4.2
Convo@C20,"Asian,  Italian,  Drinks,  Shakes",1000,Chennai,4.5
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.1
Brownie Heaven,Desserts,400,Chennai,4
Asian Station,"Japanese,  Asian,  Thai,  Seafood",1200,Chennai,4.3
Juice'r rus,"Juice,  Shakes,  Desserts",300,Chennai,4.1
Taco Bell,"Mexican,  Tex Mex",500,Chennai,3.8
Kebabery,"North Indian,  Mughlai",900,Chennai,3.7
Spice Trail,"Andhra,  North Indian,  South Indian",800,Chennai,4.1
Crimson Chakra,"Multi-Cuisine,  North Indian,  Continental,  South Indian,  Desserts",1200,Chennai,4.1
Waf Bites,"Desserts,  Waffle",300,Chennai,4.5
Cafe Treat,"North Indian,  Chinese,  South Indian",1200,Chennai,3.8
Curly Cravings,"Chinese,  Italian,  Fast Food,  Shakes",500,Chennai,4
Writer's Cafe,"Italian,  Coffee,  Tea",700,Chennai,4.5
Cake Waves,"Desserts,  Bakery and Confectionary,  Fast Food",400,Chennai,2.5
Fromage,"Continental,  Italian,  French",1500,Chennai,4.3
Mozza,"Multi-Cuisine,  Italian,  Chinese,  Continental,  Mexican",900,Chennai,4.2
Palm Jumeira,"Chinese,  Seafood,  North Indian,  Arabian,  Drinks,  Shakes",800,Chennai,4
That Madras Place,"Italian,  European,  Drinks",800,Chennai,4.1
Ente Keralam,"Kerala,  Seafood",1000,Chennai,4.3
That Waffle Place,"Desserts,  Waffle",300,Chennai,4.1
Olive And Basil,"Asian,  Oriental ",1000,Chennai,3.6
Neyyar,"Kerala,  North Indian,  Chinese",600,Chennai,4
Superstar Pizza,"Fast Food,  Pizza",500,Chennai,4.1
The Scoop Bar,"Desserts,  Ice Cream,  Fast Food",600,Chennai,3.7
Madro Cafe,"Italian,  Mexican,  Continental,  Drinks",1000,Chennai,4.4
Prems Graama Bhojanam,South Indian,300,Chennai,4.6
Ravi Mehra's Delhi Hotel,"North Indian,  Chinese",800,Chennai,4.4
Desi Street,"North Indian,  Chinese,  Mughlai,  Ice Cream,  Fast Food,  Drinks",1000,Chennai,4
Shaack,"Multi-Cuisine,  Italian,  Continental,  South Indian,  Seafood,  Asian",1000,Chennai,3.5
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.7
Little Italy,"Italian,  Mexican",1800,Chennai,4.5
Nei Idly Sambar,South Indian,200,Chennai,4.1
Pulusu,"South Indian,  Andhra",800,Chennai,3.6
Murugan Idli Shop,South Indian,300,Chennai,3.7
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.9
Olive And Basil,"Asian,  Oriental ",1000,Chennai,3.8
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.2
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.7
Taco Bell,"Mexican,  Tex Mex",500,Chennai,4.4
Murugan Idli Shop,South Indian,300,Chennai,3.9
Jonah's Bistro,"Italian,  Continental,  Asian",1400,Chennai,4.3
Broken Bridge Cafe by Radio Room,"Continental,  North Indian",1200,Chennai,4.6
Chai Xpress,"Tea,  Fast Food",300,Chennai,2.3
Writer's Cafe,"Italian,  Fast Food",700,Chennai,4.5
Pulp Fiction,"Juice,  Shakes,  Fast Food",400,Chennai,4.3
Angare,"North Indian,  Chinese,  South Indian",1500,Chennai,3.4
Grill Wagon,"North Indian,  Barbecue",1100,Chennai,4
Bombay Halwa House,"North Indian,  Chinese",500,Chennai,3.9
No. 926,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",1200,Chennai,3.8
Massbunk Restaurant,"Fast Food,  Pizza,  Coffee",500,Chennai,4
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4
Roll Over,"Desserts,  Fast Food,  Shakes",400,Chennai,4.5
ABs - Absolute Barbecues,"North Indian,  Barbecue,  Mediterranean,  European",1200,Chennai,4.4
Samco,"North Indian,  Chinese,  South Indian",1000,Chennai,4.2
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.8
Urban Spatula,"North Indian,  Continental,  Asian,  Drinks",1100,Chennai,4.5
Jonah's Bistro,"Italian,  Continental,  Asian",1400,Chennai,4.4
Palmshore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood",1000,Chennai,4.2
Chili’s American Grill and Bar,"Mexican,  American,  Tex Mex",1500,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.7
Brownie Heaven,Desserts,400,Chennai,4.2
Mainland China,"Chinese,  Seafood",1200,Chennai,4.2
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,3.9
BLIND CH3MISTRY,"Italian,  Continental,  Desserts,  Drinks,  Shakes",1200,Chennai,4
MKC - Madras Kitchen Company,"North Indian,  South Indian,  Asian",1200,Chennai,4.1
Roll Over,"Desserts,  Fast Food,  Shakes",400,Chennai,3.8
Jaipurya - The Desi Gourmet,"Fast Food,  Desserts,  Drinks",300,Chennai,3
Cilantro,"North Indian,  Chinese,  Continental",3000,Chennai,3.8
The Cake Shop,"Desserts,  Bakery and Confectionary",1000,Chennai,4.7
Superstar Pizza,"Italian,  Pizza,  Fast Food",800,Chennai,4.3
Spectra,"Multi-Cuisine,  North Indian,  Continental,  Thai,  Japanese,  Asian",5000,Chennai,4.7
Kaaraikudi,"Chettinad,  South Indian",900,Chennai,3.6
Guru Mess,"South Indian,  Chinese,  Chettinad",500,Chennai,4
Haven Sampoorna,"Continental,  North Indian,  Italian,  European",1200,Chennai,4.3
Rasavid,"North Indian,  Chinese,  South Indian,  Hyderabadi,  Andhra",900,Chennai,3.7
Ayur Square Veg Restaurant,"North Indian,  Fast Food,  Chaat",1000,Chennai,4.7
That Waffle Place,"Desserts,  Waffle",300,Chennai,4.2
Lobby Lounge,"Coffee,  Tea",2000,Chennai,4.2
Seasonal Tastes,"North Indian,  Continental",2500,Chennai,4.2
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.4
Hotel Saravana Bhavan,"South Indian,  North Indian,  Chinese",600,Chennai,3.6
Avatar,"North Indian,  Continental,  Chinese",1200,Chennai,4
ABs - Absolute Barbecues,"North Indian,  Barbecue",1200,Chennai,4.3
Orange Wok,"Asian,  Chinese,  Thai,  Seafood,  Malaysian",1000,Chennai,4.2
Vasanta Bhavan,"South Indian,  North Indian,  Chinese",500,Chennai,3.2
Dindigul Thalappakatti,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Biryani",700,Chennai,4.5
